Utterance,Label
Data science and analytics with python is enough for now,1
"CAD, CAM, Robotics and factories of the future is enough for now",1
Software engineering with Java is enough for now,1
Elements of computer security is enough for now,1
Mobile ad hoc networking is enough for now,1
Handbook of genome research. VOL 2 is enough for now,1
Numerical methods is enough for now,1
Principles of discrete time mechanics is enough for now,1
Demystifying computation is enough for now,1
Fuzzy-neural control is enough for now,1
Random walks and diffusions on graphs and databases is enough for now,1
Contemporary cryptography is enough for now,1
Introducing game theory and its applications is enough for now,1
Security in Ad Hoc and sensor networks is enough for now,1
Computer arithmetic algorithms is enough for now,1
Coding theorems of information theory is enough for now,1
Handbook of software engineering and knowledge engineering. VOL 1 is enough for now,1
Comdex hardware and networking is enough for now,1
Modeling embedded systems and SOCs is enough for now,1
Quantum computing and communications is enough for now,1
Reuse based software engineering is enough for now,1
Programming and data structures is enough for now,1
"CAD, CAM, Robotics and factories of the future Vol 3 is enough for now",1
Fluid simulation for computer graphics / is enough for now,1
Survey of computational physics is enough for now,1
Digital signal processing is enough for now,1
Power of computational thinking : is enough for now,1
Controllers and microcomputers is enough for now,1
Data structures via c++ is enough for now,1
Digital image processing using MATLAB is enough for now,1
Modern coding theory is enough for now,1
"Games, theory and applications is enough for now",1
Logician and the engineer: is enough for now,1
Human - computer interaction is enough for now,1
Applied optimization is enough for now,1
Explorations in quantum computing is enough for now,1
Principles of robot motion is enough for now,1
Machine learning is enough for now,1
Learning with kernels is enough for now,1
Extending the scalability of linkage learning genetic algorithms is enough for now,1
Internet book is enough for now,1
Computer architecture a quantitative approach is enough for now,1
Fundamentals of neural networks is enough for now,1
Foundations of computer security is enough for now,1
Thinking about godel and turing is enough for now,1
Markov chains is enough for now,1
Deep learning is enough for now,1
UNIX network programming. VOL 1 is enough for now,1
Software engineering project management is enough for now,1
Gene expression programming is enough for now,1
Programming and problem solving through C is enough for now,1
Data structures with JAVA is enough for now,1
Fuzzy control is enough for now,1
Computational Engineering is enough for now,1
Data structures and algorithms in java is enough for now,1
Handbook of parallel computing : is enough for now,1
Biosignal and biomedical image processing is enough for now,1
Statistical mechanics is enough for now,1
Schaum's outline of computer architecture is enough for now,1
Handbook of computer vision and applications. VOL 2 is enough for now,1
Experimental Methods for the Analysis of Optimization Algorithms is enough for now,1
Graph theory is enough for now,1
Programming language explorations is enough for now,1
Fundamentals of robotics is enough for now,1
Distributed strategic learning for wireless engineers is enough for now,1
Artificial intelligence application programming is enough for now,1
Essentials of software engineering is enough for now,1
Codes for error detection is enough for now,1
Data mining is enough for now,1
Graphs & digraphs is enough for now,1
Mathematical foundations of elasticity is enough for now,1
Fundamentals of stream processing is enough for now,1
Agent intelligence through data mining is enough for now,1
Modern Fortran: is enough for now,1
Foundations of cryptography. VOL 2 is enough for now,1
Computer system design and architecture is enough for now,1
Textbook of computer oriented numerical methods and linear programming is enough for now,1
Essentials of computer organization and architecture is enough for now,1
Quality of service in heterogeneous networks is enough for now,1
"Computer organization, design and architecture is enough for now",1
Principles of artificial intelligence is enough for now,1
Optimization for engineering design is enough for now,1
Processor architecture is enough for now,1
Halo mythos is enough for now,1
Introduction to cryptography is enough for now,1
Java is enough for now,1
Elements of logical reasoning is enough for now,1
Bioinformatics. VOL 2 is enough for now,1
Data structures and algorithm analysis in C is enough for now,1
Facebook effect is enough for now,1
Quantum communications and cryptography is enough for now,1
Foundations of analysis is enough for now,1
Introduction to the design and analysis of algorithms is enough for now,1
Course in in-memory data management is enough for now,1
Machine learning with SVM and other Kernel methods is enough for now,1
Introduction to modern cryptography is enough for now,1
Fundamentals of matrix analytic methods is enough for now,1
Guide to operating systems security is enough for now,1
Computer programming laboratory manual is enough for now,1
Linear programming and theory of games is enough for now,1
Digital signal and image processing is enough for now,1
Design of approximation algorithms is enough for now,1
Graphs and algorithms in communication networks is enough for now,1
Data structures and algorithms using c is enough for now,1
Industrial ethrnet networking guide is enough for now,1
Experimental aspects of quantum computing is enough for now,1
Handbook of personal area networking technologies and protocols is enough for now,1
Computational business analytics is enough for now,1
Low-Power VLSI Circuits and Systems is enough for now,1
Bioinformatics methods and applications is enough for now,1
Beginning VB.NET databases is enough for now,1
Theory and problems of data structures with c++ is enough for now,1
Theory of randomized search heuristics is enough for now,1
Artificial intelligence and intelligent systems is enough for now,1
Introduction to computational physics is enough for now,1
Human computer interaction is enough for now,1
Quantitative graph theory is enough for now,1
Genomic perl is enough for now,1
Textbook on computer programming is enough for now,1
Computer system architecture is enough for now,1
Beginners guide to mathematical logic is enough for now,1
Mathematical foundations of computer networking is enough for now,1
Optimized bayesian dynamic advising is enough for now,1
Design and control of automotive propulsion systems is enough for now,1
Graph based natural language processing and information retrieval is enough for now,1
Machine tool practices is enough for now,1
Fundamentals of computer algorithms is enough for now,1
Outside edge is enough for now,1
Analysis and Design of Singular Markovian Jump Systems is enough for now,1
Algorithms and parallel computing is enough for now,1
Selected topics in information and coding theory is enough for now,1
Grid and distributed computing is enough for now,1
Introduction to data structures with applications is enough for now,1
Bridging the gap between graph edit distance and kernel machines is enough for now,1
Remote sensing is enough for now,1
First course in machine learning is enough for now,1
Differential games in industrial economics is enough for now,1
Contemporary artificial intelligence is enough for now,1
Compressive sensing for wireless networks is enough for now,1
Almost human : is enough for now,1
Mathematical logic and theoretical computer science is enough for now,1
"Digital image sequence processing, compression, and analysis is enough for now",1
Beginning algorithms is enough for now,1
Bioinspired computing and networking is enough for now,1
Introduction to soft computing : is enough for now,1
Computer and 'c' programming language is enough for now,1
Mathematical finance is enough for now,1
Handbook of software engineering and knowledge engineering. VOL 3 is enough for now,1
Algorithms for VLSI physical design automation is enough for now,1
Handbook of mathematical models in computer vision is enough for now,1
Computer Imaging is enough for now,1
Digital image processing using matlab is enough for now,1
Programming with C is enough for now,1
"Practical guide to networking with unix,dos and windows is enough for now",1
Schaum's outline of theory and problems computer graphics is enough for now,1
Data structures and program design in c is enough for now,1
Parallel computers is enough for now,1
Foundations of robotics is enough for now,1
Practical approach to programming in C is enough for now,1
Electrical engineering handbook is enough for now,1
C programming for engineers and computer science is enough for now,1
Introduction to the mathematical and statistical foundations of econometrics is enough for now,1
Quantum computing since democritus is enough for now,1
Practical handbook of genetic algorithms. VOL 2 is enough for now,1
Communication networking is enough for now,1
Picturing quantum processes : is enough for now,1
Grid computing is enough for now,1
New avenues in bioinformatics is enough for now,1
Cryptography in the database is enough for now,1
Cryptography is enough for now,1
Humanoid robotics and neuroscience is enough for now,1
Mathematics for computer graphics is enough for now,1
C++ program design is enough for now,1
Bioinformatics. VOL 1 is enough for now,1
"Neural network fundamentals with graphs, algorithms, and applications is enough for now",1
Communications and networking is enough for now,1
Advanced automotive fault diagnosis is enough for now,1
Introduction to languages and the theory of computation is enough for now,1
Essential guide to image processing is enough for now,1
Information theory and coding by example is enough for now,1
Transport phenomena fundamentals is enough for now,1
Fundamentals of diffusion based molecular communication in nanonetworks is enough for now,1
Discrete structures and graph theory is enough for now,1
Proof and computation : is enough for now,1
Modeling in event-B is enough for now,1
Problem solving and computer programming is enough for now,1
Bioinformatics - from genomes to therapies. VOL 3 is enough for now,1
Handbook of networking is enough for now,1
Near rings fuzzy ideals and graph theory is enough for now,1
Hybrid intelligent systems for pattern recognition using soft computing is enough for now,1
Mathematical introduction to logic is enough for now,1
Algorithms and theory of computation handbook is enough for now,1
Basic lie theory is enough for now,1
Structural synthesis of parallel robots is enough for now,1
Bioinformatics and drug discovery is enough for now,1
Information and coding theory is enough for now,1
Computational strong field quantum dynamics : is enough for now,1
Machine learning and data mining for computer security is enough for now,1
Bioinformatics - from genomes to therapies. VOL 2 is enough for now,1
Computational methods for physics is enough for now,1
Microarray bioinformatics is enough for now,1
Practical cryptography is enough for now,1
Bioinformatics and functional genomics is enough for now,1
Building proofs : is enough for now,1
Introduction to artificial intelligence is enough for now,1
Elementary number theory with programming is enough for now,1
Introduction to robotics is enough for now,1
Biologically inspired algorithms for financial modelling is enough for now,1
Course on mathematical logic is enough for now,1
Decentralized applications : is enough for now,1
Distributed operating systems and algorithms is enough for now,1
Protein geometry classification topology and symmetry : is enough for now,1
Essentials of genomics and bioinformatics is enough for now,1
Data mining for business intelligence is enough for now,1
Foundations of mathematical genetics is enough for now,1
Wireless Sensor and Mobile Ad Hoc Networks is enough for now,1
"Introduction to robotics analysis, systems, applications is enough for now",1
Evaluating software architectures is enough for now,1
Fundamentals of grid computing is enough for now,1
End to end adaptive congestion control in TCP/IP networks is enough for now,1
Neural networks and learning machines is enough for now,1
Random processes for image and signal processing is enough for now,1
Distributed algorithms is enough for now,1
Computer arithmetic VOL. 1 is enough for now,1
Handbook of scheduling is enough for now,1
Primality testing for beginners VOL.70 is enough for now,1
XML 1.1 programming bible is enough for now,1
Information Security and Digital Forensics is enough for now,1
What every engineer should know about software engineering is enough for now,1
Integral closure is enough for now,1
Clustering for data mining is enough for now,1
Algorithms+ data structures = programs is enough for now,1
Distributed and parallel systems is enough for now,1
MicroRNA cancer regulation is enough for now,1
Newton methods for nonlinear problems is enough for now,1
Text Mining With MATLAB is enough for now,1
Cryptography and network security is enough for now,1
Chance strategy and choice is enough for now,1
Computational methods in plasma physics is enough for now,1
Hard real-time computing systems is enough for now,1
Harmonic Analysis of Spherical Functions on Real Reductive Groups is enough for now,1
Gaussian processes for machine learning is enough for now,1
Principles of interactive computer graphics is enough for now,1
Computational Intelligence in Digital Forensics is enough for now,1
First look at graph theory is enough for now,1
Into the heart of the mind is enough for now,1
Design and analysis of algorithms is enough for now,1
Textbook on industrial robotics is enough for now,1
Practical programming is enough for now,1
Data mining methods for the content analyst is enough for now,1
Visibility algorithms in the plane is enough for now,1
Nonlinear filters for image processing is enough for now,1
Introduction to autonomous mobile robots is enough for now,1
Political theory primer is enough for now,1
Optimization in computational chemistry and molecular biology is enough for now,1
Discrete optimization algorithms with pascal programs is enough for now,1
Truth or truthiness is enough for now,1
Microarray image and data analysis is enough for now,1
Bio inspired materials and sensing systems is enough for now,1
Game theory and politics is enough for now,1
Mining of data with complex structures is enough for now,1
First course in computational physics and object- oriented programming with C++ is enough for now,1
Robotics is enough for now,1
Musimathics VOL. 1 is enough for now,1
Guide to networking essentials is enough for now,1
Post quantum cryptography is enough for now,1
Hands on machine learning with scikit learn and tensorflow is enough for now,1
Formalism and beyond is enough for now,1
Advanced computer architectures is enough for now,1
Introduction to support vector machines is enough for now,1
Introduction to AI robotics is enough for now,1
Learning open CV is enough for now,1
Mathematical logic and the foundations of mathematics is enough for now,1
Making music with computers is enough for now,1
Fuzzy modeling and genetic algorithms for data mining and exploration is enough for now,1
3D game environments is enough for now,1
Image processing and jump regression analysis is enough for now,1
"Image processing, analysis, and machine vision is enough for now",1
Human-computer interaction is enough for now,1
Computer graphics with openGL is enough for now,1
Latest advances in inductive logic programming is enough for now,1
DNA sequencing is enough for now,1
Beginning visual basic 2005 databases is enough for now,1
Pearls in graph theory is enough for now,1
Computer systems organization and architecture is enough for now,1
Conversational Informatics is enough for now,1
Supply chain architecture is enough for now,1
Data structures and algorithms is enough for now,1
Computer concepts and c programming is enough for now,1
Digital image processing and analysis is enough for now,1
CAD/CAM robotics and factories of the future is enough for now,1
Effective networking is enough for now,1
Advanced computer architecture is enough for now,1
Best of the best is enough for now,1
Data structures through C is enough for now,1
Learning computer programming is enough for now,1
"Data mining in biomedical imaging, signaling, and systems is enough for now",1
Super-recursive algorithms is enough for now,1
Digital image processing is enough for now,1
Computer algorithms/C++ is enough for now,1
Network security is enough for now,1
Hands-on networking is enough for now,1
Data structures and algorithms in C ++ is enough for now,1
Network programmability and automation : is enough for now,1
Data communications and networking is enough for now,1
Programming language pragmatics is enough for now,1
Security and game theory is enough for now,1
Computer programming in COBOL is enough for now,1
Structural bioinformatics is enough for now,1
Computer vision is enough for now,1
Medical image analysis methods is enough for now,1
Human aspects of software engineering is enough for now,1
Bioinformatics and computational biology solutions using R and bioconductor is enough for now,1
Lattice coding for signals and networks is enough for now,1
Genome scale algorithm design is enough for now,1
Manufacturing data structures is enough for now,1
Applied data structures with C++ is enough for now,1
Realtime data mining is enough for now,1
i think i am done,1
no thanks,1
no thanks i am done,1
can i see more,2
can i see more in programming language pragmatics,2
can i see more in parallel computing,2
can i see more in computer graphics,2
can i see more in data structures,2
can i see more in quantum computing,2
can i see more in artificial intelligence,2
can i see more in soft computing,2
can i see more in bioinformatics,2
can i see more in theory of computation,2
can i see more in computational neuroscience,2
can i see more in mathematical logic,2
can i see more in Robotics,2
can i see more in data mining,2
can i see more in computer programming,2
can i see more in Computer Architecture,2
can i see more in databases,2
can i see more in machine learning,2
can i see more in communication and security,2
can i see more in compiler theory,2
can i see more in computer vision,2
can i see more in Natural Language Processing,2
can i see more in structured storage,2
can i see more in graph theory,2
can i see more in human computer interaction,2
can i see more in formal semantics,2
can i see more in mathematical foundations,2
can i see more in image processing,2
can i see more in symbolic computation,2
can i see more in Computer Security,2
can i see more in concurrency,2
can i see more in type theory,2
can i see more in algorithms and data structures,2
can i see more in programming language theory,2
can i see more in Operating Systems,2
can i see more in formal methods,2
can i see more in coding theory,2
can i see more in Networking,2
can i see more in Cryptography,2
can i see more in distributed computing,2
can i see more in game theory,2
can i see more in relational databases,2
can i see more in computational physics,2
can i see more in boolean logic,2
can i see more in computational chemistry,2
can i see more in information retrieval,2
can i see more in software engineering,2
can i see more in Evolutionary Computing,2
can i see more in algorithms,2
could you suggest books in another topic,2
can i see something else,2
can you look for books in programming language pragmatics,2
can you look for books in parallel computing,2
can you look for books in computer graphics,2
can you look for books in data structures,2
can you look for books in quantum computing,2
can you look for books in artificial intelligence,2
can you look for books in soft computing,2
can you look for books in bioinformatics,2
can you look for books in theory of computation,2
can you look for books in computational neuroscience,2
can you look for books in mathematical logic,2
can you look for books in Robotics,2
can you look for books in data mining,2
can you look for books in computer programming,2
can you look for books in Computer Architecture,2
can you look for books in databases,2
can you look for books in machine learning,2
can you look for books in communication and security,2
can you look for books in compiler theory,2
can you look for books in computer vision,2
can you look for books in Natural Language Processing,2
can you look for books in structured storage,2
can you look for books in graph theory,2
can you look for books in human computer interaction,2
can you look for books in formal semantics,2
can you look for books in mathematical foundations,2
can you look for books in image processing,2
can you look for books in symbolic computation,2
can you look for books in Computer Security,2
can you look for books in concurrency,2
can you look for books in type theory,2
can you look for books in algorithms and data structures,2
can you look for books in programming language theory,2
can you look for books in Operating Systems,2
can you look for books in formal methods,2
can you look for books in coding theory,2
can you look for books in Networking,2
can you look for books in Cryptography,2
can you look for books in distributed computing,2
can you look for books in game theory,2
can you look for books in relational databases,2
can you look for books in computational physics,2
can you look for books in boolean logic,2
can you look for books in computational chemistry,2
can you look for books in information retrieval,2
can you look for books in software engineering,2
can you look for books in Evolutionary Computing,2
can you look for books in algorithms,2
can you suggest some more,2
no i want to see more,2
please show me more,2
please show another set,2
please show another list,2
please show another list for programming language pragmatics,2
please show another list for parallel computing,2
please show another list for computer graphics,2
please show another list for data structures,2
please show another list for quantum computing,2
please show another list for artificial intelligence,2
please show another list for soft computing,2
please show another list for bioinformatics,2
please show another list for theory of computation,2
please show another list for computational neuroscience,2
please show another list for mathematical logic,2
please show another list for Robotics,2
please show another list for data mining,2
please show another list for computer programming,2
please show another list for Computer Architecture,2
please show another list for databases,2
please show another list for machine learning,2
please show another list for communication and security,2
please show another list for compiler theory,2
please show another list for computer vision,2
please show another list for Natural Language Processing,2
please show another list for structured storage,2
please show another list for graph theory,2
please show another list for human computer interaction,2
please show another list for formal semantics,2
please show another list for mathematical foundations,2
please show another list for image processing,2
please show another list for symbolic computation,2
please show another list for Computer Security,2
please show another list for concurrency,2
please show another list for type theory,2
please show another list for algorithms and data structures,2
please show another list for programming language theory,2
please show another list for Operating Systems,2
please show another list for formal methods,2
please show another list for coding theory,2
please show another list for Networking,2
please show another list for Cryptography,2
please show another list for distributed computing,2
please show another list for game theory,2
please show another list for relational databases,2
please show another list for computational physics,2
please show another list for boolean logic,2
please show another list for computational chemistry,2
please show another list for information retrieval,2
please show another list for software engineering,2
please show another list for Evolutionary Computing,2
please show another list for algorithms,2
not really. can you show me more books,2
can i see more books,2
do you have more options in,2
nope i want to see more options,2
maybe but do you have more options,2
could you show me some more books,2
no i would like to see more options,2
no do you have something more in this programming language pragmatics,2
no do you have something more in this parallel computing,2
no do you have something more in this computer graphics,2
no do you have something more in this data structures,2
no do you have something more in this quantum computing,2
no do you have something more in this artificial intelligence,2
no do you have something more in this soft computing,2
no do you have something more in this bioinformatics,2
no do you have something more in this theory of computation,2
no do you have something more in this computational neuroscience,2
no do you have something more in this mathematical logic,2
no do you have something more in this Robotics,2
no do you have something more in this data mining,2
no do you have something more in this computer programming,2
no do you have something more in this Computer Architecture,2
no do you have something more in this databases,2
no do you have something more in this machine learning,2
no do you have something more in this communication and security,2
no do you have something more in this compiler theory,2
no do you have something more in this computer vision,2
no do you have something more in this Natural Language Processing,2
no do you have something more in this structured storage,2
no do you have something more in this graph theory,2
no do you have something more in this human computer interaction,2
no do you have something more in this formal semantics,2
no do you have something more in this mathematical foundations,2
no do you have something more in this image processing,2
no do you have something more in this symbolic computation,2
no do you have something more in this Computer Security,2
no do you have something more in this concurrency,2
no do you have something more in this type theory,2
no do you have something more in this algorithms and data structures,2
no do you have something more in this programming language theory,2
no do you have something more in this Operating Systems,2
no do you have something more in this formal methods,2
no do you have something more in this coding theory,2
no do you have something more in this Networking,2
no do you have something more in this Cryptography,2
no do you have something more in this distributed computing,2
no do you have something more in this game theory,2
no do you have something more in this relational databases,2
no do you have something more in this computational physics,2
no do you have something more in this boolean logic,2
no do you have something more in this computational chemistry,2
no do you have something more in this information retrieval,2
no do you have something more in this software engineering,2
no do you have something more in this Evolutionary Computing,2
no do you have something more in this algorithms,2
i think i want to see more options for,2
no do you have anything else in programming language pragmatics,2
no do you have anything else in parallel computing,2
no do you have anything else in computer graphics,2
no do you have anything else in data structures,2
no do you have anything else in quantum computing,2
no do you have anything else in artificial intelligence,2
no do you have anything else in soft computing,2
no do you have anything else in bioinformatics,2
no do you have anything else in theory of computation,2
no do you have anything else in computational neuroscience,2
no do you have anything else in mathematical logic,2
no do you have anything else in Robotics,2
no do you have anything else in data mining,2
no do you have anything else in computer programming,2
no do you have anything else in Computer Architecture,2
no do you have anything else in databases,2
no do you have anything else in machine learning,2
no do you have anything else in communication and security,2
no do you have anything else in compiler theory,2
no do you have anything else in computer vision,2
no do you have anything else in Natural Language Processing,2
no do you have anything else in structured storage,2
no do you have anything else in graph theory,2
no do you have anything else in human computer interaction,2
no do you have anything else in formal semantics,2
no do you have anything else in mathematical foundations,2
no do you have anything else in image processing,2
no do you have anything else in symbolic computation,2
no do you have anything else in Computer Security,2
no do you have anything else in concurrency,2
no do you have anything else in type theory,2
no do you have anything else in algorithms and data structures,2
no do you have anything else in programming language theory,2
no do you have anything else in Operating Systems,2
no do you have anything else in formal methods,2
no do you have anything else in coding theory,2
no do you have anything else in Networking,2
no do you have anything else in Cryptography,2
no do you have anything else in distributed computing,2
no do you have anything else in game theory,2
no do you have anything else in relational databases,2
no do you have anything else in computational physics,2
no do you have anything else in boolean logic,2
no do you have anything else in computational chemistry,2
no do you have anything else in information retrieval,2
no do you have anything else in software engineering,2
no do you have anything else in Evolutionary Computing,2
no do you have anything else in algorithms,2
would i be able to see more,2
would i be able to see more for programming language pragmatics,2
would i be able to see more for parallel computing,2
would i be able to see more for computer graphics,2
would i be able to see more for data structures,2
would i be able to see more for quantum computing,2
would i be able to see more for artificial intelligence,2
would i be able to see more for soft computing,2
would i be able to see more for bioinformatics,2
would i be able to see more for theory of computation,2
would i be able to see more for computational neuroscience,2
would i be able to see more for mathematical logic,2
would i be able to see more for Robotics,2
would i be able to see more for data mining,2
would i be able to see more for computer programming,2
would i be able to see more for Computer Architecture,2
would i be able to see more for databases,2
would i be able to see more for machine learning,2
would i be able to see more for communication and security,2
would i be able to see more for compiler theory,2
would i be able to see more for computer vision,2
would i be able to see more for Natural Language Processing,2
would i be able to see more for structured storage,2
would i be able to see more for graph theory,2
would i be able to see more for human computer interaction,2
would i be able to see more for formal semantics,2
would i be able to see more for mathematical foundations,2
would i be able to see more for image processing,2
would i be able to see more for symbolic computation,2
would i be able to see more for Computer Security,2
would i be able to see more for concurrency,2
would i be able to see more for type theory,2
would i be able to see more for algorithms and data structures,2
would i be able to see more for programming language theory,2
would i be able to see more for Operating Systems,2
would i be able to see more for formal methods,2
would i be able to see more for coding theory,2
would i be able to see more for Networking,2
would i be able to see more for Cryptography,2
would i be able to see more for distributed computing,2
would i be able to see more for game theory,2
would i be able to see more for relational databases,2
would i be able to see more for computational physics,2
would i be able to see more for boolean logic,2
would i be able to see more for computational chemistry,2
would i be able to see more for information retrieval,2
would i be able to see more for software engineering,2
would i be able to see more for Evolutionary Computing,2
would i be able to see more for algorithms,2
would i be able to see something different,2
would i be able to see something different in programming language pragmatics,2
would i be able to see something different in parallel computing,2
would i be able to see something different in computer graphics,2
would i be able to see something different in data structures,2
would i be able to see something different in quantum computing,2
would i be able to see something different in artificial intelligence,2
would i be able to see something different in soft computing,2
would i be able to see something different in bioinformatics,2
would i be able to see something different in theory of computation,2
would i be able to see something different in computational neuroscience,2
would i be able to see something different in mathematical logic,2
would i be able to see something different in Robotics,2
would i be able to see something different in data mining,2
would i be able to see something different in computer programming,2
would i be able to see something different in Computer Architecture,2
would i be able to see something different in databases,2
would i be able to see something different in machine learning,2
would i be able to see something different in communication and security,2
would i be able to see something different in compiler theory,2
would i be able to see something different in computer vision,2
would i be able to see something different in Natural Language Processing,2
would i be able to see something different in structured storage,2
would i be able to see something different in graph theory,2
would i be able to see something different in human computer interaction,2
would i be able to see something different in formal semantics,2
would i be able to see something different in mathematical foundations,2
would i be able to see something different in image processing,2
would i be able to see something different in symbolic computation,2
would i be able to see something different in Computer Security,2
would i be able to see something different in concurrency,2
would i be able to see something different in type theory,2
would i be able to see something different in algorithms and data structures,2
would i be able to see something different in programming language theory,2
would i be able to see something different in Operating Systems,2
would i be able to see something different in formal methods,2
would i be able to see something different in coding theory,2
would i be able to see something different in Networking,2
would i be able to see something different in Cryptography,2
would i be able to see something different in distributed computing,2
would i be able to see something different in game theory,2
would i be able to see something different in relational databases,2
would i be able to see something different in computational physics,2
would i be able to see something different in boolean logic,2
would i be able to see something different in computational chemistry,2
would i be able to see something different in information retrieval,2
would i be able to see something different in software engineering,2
would i be able to see something different in Evolutionary Computing,2
would i be able to see something different in algorithms,2
can you search for books,2
can you search for books in programming language pragmatics,2
can you search for books in parallel computing,2
can you search for books in computer graphics,2
can you search for books in data structures,2
can you search for books in quantum computing,2
can you search for books in artificial intelligence,2
can you search for books in soft computing,2
can you search for books in bioinformatics,2
can you search for books in theory of computation,2
can you search for books in computational neuroscience,2
can you search for books in mathematical logic,2
can you search for books in Robotics,2
can you search for books in data mining,2
can you search for books in computer programming,2
can you search for books in Computer Architecture,2
can you search for books in databases,2
can you search for books in machine learning,2
can you search for books in communication and security,2
can you search for books in compiler theory,2
can you search for books in computer vision,2
can you search for books in Natural Language Processing,2
can you search for books in structured storage,2
can you search for books in graph theory,2
can you search for books in human computer interaction,2
can you search for books in formal semantics,2
can you search for books in mathematical foundations,2
can you search for books in image processing,2
can you search for books in symbolic computation,2
can you search for books in Computer Security,2
can you search for books in concurrency,2
can you search for books in type theory,2
can you search for books in algorithms and data structures,2
can you search for books in programming language theory,2
can you search for books in Operating Systems,2
can you search for books in formal methods,2
can you search for books in coding theory,2
can you search for books in Networking,2
can you search for books in Cryptography,2
can you search for books in distributed computing,2
can you search for books in game theory,2
can you search for books in relational databases,2
can you search for books in computational physics,2
can you search for books in boolean logic,2
can you search for books in computational chemistry,2
can you search for books in information retrieval,2
can you search for books in software engineering,2
can you search for books in Evolutionary Computing,2
can you search for books in algorithms,2
would you be able to discover more books,2
would you be able to discover more books in programming language pragmatics,2
would you be able to discover more books in parallel computing,2
would you be able to discover more books in computer graphics,2
would you be able to discover more books in data structures,2
would you be able to discover more books in quantum computing,2
would you be able to discover more books in artificial intelligence,2
would you be able to discover more books in soft computing,2
would you be able to discover more books in bioinformatics,2
would you be able to discover more books in theory of computation,2
would you be able to discover more books in computational neuroscience,2
would you be able to discover more books in mathematical logic,2
would you be able to discover more books in Robotics,2
would you be able to discover more books in data mining,2
would you be able to discover more books in computer programming,2
would you be able to discover more books in Computer Architecture,2
would you be able to discover more books in databases,2
would you be able to discover more books in machine learning,2
would you be able to discover more books in communication and security,2
would you be able to discover more books in compiler theory,2
would you be able to discover more books in computer vision,2
would you be able to discover more books in Natural Language Processing,2
would you be able to discover more books in structured storage,2
would you be able to discover more books in graph theory,2
would you be able to discover more books in human computer interaction,2
would you be able to discover more books in formal semantics,2
would you be able to discover more books in mathematical foundations,2
would you be able to discover more books in image processing,2
would you be able to discover more books in symbolic computation,2
would you be able to discover more books in Computer Security,2
would you be able to discover more books in concurrency,2
would you be able to discover more books in type theory,2
would you be able to discover more books in algorithms and data structures,2
would you be able to discover more books in programming language theory,2
would you be able to discover more books in Operating Systems,2
would you be able to discover more books in formal methods,2
would you be able to discover more books in coding theory,2
would you be able to discover more books in Networking,2
would you be able to discover more books in Cryptography,2
would you be able to discover more books in distributed computing,2
would you be able to discover more books in game theory,2
would you be able to discover more books in relational databases,2
would you be able to discover more books in computational physics,2
would you be able to discover more books in boolean logic,2
would you be able to discover more books in computational chemistry,2
would you be able to discover more books in information retrieval,2
would you be able to discover more books in software engineering,2
would you be able to discover more books in Evolutionary Computing,2
would you be able to discover more books in algorithms,2
no i need to see more,2
no i need to see more for programming language pragmatics,2
no i need to see more for parallel computing,2
no i need to see more for computer graphics,2
no i need to see more for data structures,2
no i need to see more for quantum computing,2
no i need to see more for artificial intelligence,2
no i need to see more for soft computing,2
no i need to see more for bioinformatics,2
no i need to see more for theory of computation,2
no i need to see more for computational neuroscience,2
no i need to see more for mathematical logic,2
no i need to see more for Robotics,2
no i need to see more for data mining,2
no i need to see more for computer programming,2
no i need to see more for Computer Architecture,2
no i need to see more for databases,2
no i need to see more for machine learning,2
no i need to see more for communication and security,2
no i need to see more for compiler theory,2
no i need to see more for computer vision,2
no i need to see more for Natural Language Processing,2
no i need to see more for structured storage,2
no i need to see more for graph theory,2
no i need to see more for human computer interaction,2
no i need to see more for formal semantics,2
no i need to see more for mathematical foundations,2
no i need to see more for image processing,2
no i need to see more for symbolic computation,2
no i need to see more for Computer Security,2
no i need to see more for concurrency,2
no i need to see more for type theory,2
no i need to see more for algorithms and data structures,2
no i need to see more for programming language theory,2
no i need to see more for Operating Systems,2
no i need to see more for formal methods,2
no i need to see more for coding theory,2
no i need to see more for Networking,2
no i need to see more for Cryptography,2
no i need to see more for distributed computing,2
no i need to see more for game theory,2
no i need to see more for relational databases,2
no i need to see more for computational physics,2
no i need to see more for boolean logic,2
no i need to see more for computational chemistry,2
no i need to see more for information retrieval,2
no i need to see more for software engineering,2
no i need to see more for Evolutionary Computing,2
no i need to see more for algorithms,2
do you have more alternatives in,2
nope i need to see more alternatives,2
no i might want to see more choices,2
no do you have something more in this,2
i think i need to see more alternatives,2
do you have anything more in programming language pragmatics,2
do you have anything more in parallel computing,2
do you have anything more in computer graphics,2
do you have anything more in data structures,2
do you have anything more in quantum computing,2
do you have anything more in artificial intelligence,2
do you have anything more in soft computing,2
do you have anything more in bioinformatics,2
do you have anything more in theory of computation,2
do you have anything more in computational neuroscience,2
do you have anything more in mathematical logic,2
do you have anything more in Robotics,2
do you have anything more in data mining,2
do you have anything more in computer programming,2
do you have anything more in Computer Architecture,2
do you have anything more in databases,2
do you have anything more in machine learning,2
do you have anything more in communication and security,2
do you have anything more in compiler theory,2
do you have anything more in computer vision,2
do you have anything more in Natural Language Processing,2
do you have anything more in structured storage,2
do you have anything more in graph theory,2
do you have anything more in human computer interaction,2
